Player,Club,Market Value,TmPictureLink
Santiago Pierotti,US Lecce,2500000,https://img.a.transfermarkt.technology/portrait/medium/674806-1709016512.jpg?lm=1
Luis Hasa,US Lecce,1000000,https://img.a.transfermarkt.technology/portrait/medium/724178-1655244826.jpg?lm=1
Jeppe Corfitzen,US Lecce,400000,https://img.a.transfermarkt.technology/portrait/medium/709985-1695107527.jpg?lm=1
Dario Daka,US Lecce,75000,https://img.a.transfermarkt.technology/portrait/medium/816679-1709655828.jpg?lm=1
Nikola Krstović,US Lecce,6000000,https://img.a.transfermarkt.technology/portrait/medium/434433-1730126208.jpg?lm=1
Rareș Burnete,US Lecce,700000,https://img.a.transfermarkt.technology/portrait/medium/731525-1709655620.jpg?lm=1
Lorenzo Montipò,Hellas Verona,3500000,https://img.a.transfermarkt.technology/portrait/medium/241923-1724828092.jpg?lm=1
Simone Perilli,Hellas Verona,200000,https://img.a.transfermarkt.technology/portrait/medium/240675-1659601467.jpg?lm=1
Alessandro Berardi,Hellas Verona,50000,https://img.a.transfermarkt.technology/portrait/medium/127217-1630660791.jpg?lm=1
Diego Coppola,Hellas Verona,7500000,https://img.a.transfermarkt.technology/portrait/medium/660860-1663671800.jpg?lm=1
Flavius Daniliuc,Hellas Verona,5000000,https://img.a.transfermarkt.technology/portrait/medium/322655-1727704012.jpg?lm=1
Giangiacomo Magnani,Hellas Verona,3000000,https://img.a.transfermarkt.technology/portrait/medium/310458-1725529511.jpg?lm=1
Paweł Dawidowicz,Hellas Verona,3000000,https://img.a.transfermarkt.technology/portrait/medium/248732-1663671757.jpg?lm=1
Daniele Ghilardi,Hellas Verona,1600000,https://img.a.transfermarkt.technology/portrait/medium/701819-1725530673.jpg?lm=1
Yllan Okou,Hellas Verona,900000,https://img.a.transfermarkt.technology/portrait/medium/745202-1666691706.jpg?lm=1
Christian Corradi,Hellas Verona,800000,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Domagoj Bradarić,Hellas Verona,4000000,https://img.a.transfermarkt.technology/portrait/medium/357796-1730186706.jpg?lm=1
Martin Frese,Hellas Verona,2000000,https://img.a.transfermarkt.technology/portrait/medium/488785-1701443446.jpg?lm=1
Jackson Tchatchoua,Hellas Verona,8000000,https://img.a.transfermarkt.technology/portrait/medium/848509-1725529771.jpg?lm=1
Davide Faraoni,Hellas Verona,1500000,https://img.a.transfermarkt.technology/portrait/medium/73926-1663671695.jpg?lm=1
Reda Belahyane,Hellas Verona,5000000,https://img.a.transfermarkt.technology/portrait/medium/982855-1674921768.jpg?lm=1
Joselito,Hellas Verona,75000,https://img.a.transfermarkt.technology/portrait/medium/776737-1695032374.jpg?lm=1
Suat Serdar,Hellas Verona,5000000,https://img.a.transfermarkt.technology/portrait/medium/261905-1657098674.jpg?lm=1
Ondrej Duda,Hellas Verona,4000000,https://img.a.transfermarkt.technology/portrait/medium/232418-1716967836.jpg?lm=1
Abdou Harroui,Hellas Verona,2700000,https://img.a.transfermarkt.technology/portrait/medium/416386-1730186775.jpg?lm=1
Dani Silva,Hellas Verona,2000000,https://img.a.transfermarkt.technology/portrait/medium/372445-1707150919.jpg?lm=1
Darko Lazović,Hellas Verona,1500000,https://img.a.transfermarkt.technology/portrait/medium/70411-1663671610.jpg?lm=1
Tomas Suslov,Hellas Verona,7000000,https://img.a.transfermarkt.technology/portrait/medium/540333-1695032418.jpg?lm=1
Ayanda Sishuba,Hellas Verona,2000000,https://img.a.transfermarkt.technology/portrait/medium/977877-1672604146.jpg?lm=1
Grigoris Kastanos,Hellas Verona,1800000,https://img.a.transfermarkt.technology/portrait/medium/298635-1725530400.jpg?lm=1
Alphadjo Cissè,Hellas Verona,1400000,https://img.a.transfermarkt.technology/portrait/medium/964087-1704901805.jpg?lm=1
Faride Alidou,Hellas Verona,2500000,https://img.a.transfermarkt.technology/portrait/medium/456492-1663065628.jpg?lm=1
Casper Tengstedt,Hellas Verona,5000000,https://img.a.transfermarkt.technology/portrait/medium/464598-1730186838.jpg?lm=1
Amin Sarr,Hellas Verona,4000000,https://img.a.transfermarkt.technology/portrait/medium/748382-1695624167.jpg?lm=1
Daniel Mosquera,Hellas Verona,1500000,https://img.a.transfermarkt.technology/portrait/medium/651569-1722324016.jpg?lm=1
Dailon Rocha Livramento,Hellas Verona,800000,https://img.a.transfermarkt.technology/portrait/medium/676411-1664798687.jpg?lm=1
Mathis Lambourde,Hellas Verona,500000,https://img.a.transfermarkt.technology/portrait/medium/979766-1695915147.jpg?lm=1
Juan Manuel Cruz,Hellas Verona,450000,https://img.a.transfermarkt.technology/portrait/medium/748316-1695711115.jpg?lm=1
Junior Ajayi,Hellas Verona,150000,https://img.a.transfermarkt.technology/portrait/medium/1111820-1725266377.jpg?lm=1
Simone Scuffet,Cagliari Calcio,2500000,https://img.a.transfermarkt.technology/portrait/medium/238993-1692963456.jpg?lm=1
Alen Sherri,Cagliari Calcio,350000,https://img.a.transfermarkt.technology/portrait/medium/304144-1730124783.jpg?lm=1
Giuseppe Ciocci,Cagliari Calcio,100000,https://img.a.transfermarkt.technology/portrait/medium/535740-1697554645.png?lm=1
Sebastiano Luperto,Cagliari Calcio,3500000,https://img.a.transfermarkt.technology/portrait/medium/278531-1730125275.jpg?lm=1
Adam Obert,Cagliari Calcio,3500000,https://img.a.transfermarkt.technology/portrait/medium/568333-1695033793.jpg?lm=1
Mateusz Wieteska,Cagliari Calcio,3000000,https://img.a.transfermarkt.technology/portrait/medium/208172-1668091600.jpg?lm=1
Yerry Mina,Cagliari Calcio,3000000,https://img.a.transfermarkt.technology/portrait/medium/289446-1730186402.jpg?lm=1
José Luis Palomino,Cagliari Calcio,700000,https://img.a.transfermarkt.technology/portrait/medium/125020-1663582906.jpg?lm=1
Tommaso Augello,Cagliari Calcio,2000000,https://img.a.transfermarkt.technology/portrait/medium/284595-1663679538.jpg?lm=1
Paulo Azzi,Cagliari Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/310527-1692963812.jpg?lm=1
Gabriele Zappa,Cagliari Calcio,2500000,https://img.a.transfermarkt.technology/portrait/medium/392569-1695033763.jpg?lm=1
Matteo Prati,Cagliari Calcio,10000000,https://img.a.transfermarkt.technology/portrait/medium/876298-1686214955.jpg?lm=1
Antoine Makoumbou,Cagliari Calcio,4500000,https://img.a.transfermarkt.technology/portrait/medium/460651-1730186433.jpg?lm=1
Răzvan Marin,Cagliari Calcio,3500000,https://img.a.transfermarkt.technology/portrait/medium/295183-1719665338.jpg?lm=1
Alessandro Deiola,Cagliari Calcio,1900000,https://img.a.transfermarkt.technology/portrait/medium/235931-1692964002.jpg?lm=1
Michel Adopo,Cagliari Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/564305-1730186534.jpg?lm=1
Nicolas Viola,Cagliari Calcio,800000,https://img.a.transfermarkt.technology/portrait/medium/85393-1692962279.jpg?lm=1
Nadir Zortea,Cagliari Calcio,3000000,https://img.a.transfermarkt.technology/portrait/medium/392966-1730186481.jpg?lm=1
Jakub Jankto,Cagliari Calcio,1200000,https://img.a.transfermarkt.technology/portrait/medium/319160-1692962488.jpg?lm=1
Gianluca Gaetano,Cagliari Calcio,6000000,https://img.a.transfermarkt.technology/portrait/medium/358008-1656581154.jpg?lm=1
Mattia Felici,Cagliari Calcio,1500000,https://img.a.transfermarkt.technology/portrait/medium/600041-1730125232.jpg?lm=1
Zito Luvumbo,Cagliari Calcio,7500000,https://img.a.transfermarkt.technology/portrait/medium/666547-1655123282.jpg?lm=1
Roberto Piccoli,Cagliari Calcio,4000000,https://img.a.transfermarkt.technology/portrait/medium/432092-1663672767.jpg?lm=1
Gianluca Lapadula,Cagliari Calcio,1500000,https://img.a.transfermarkt.technology/portrait/medium/130394-1718677760.jpg?lm=1
Kingstone Mutandwa,Cagliari Calcio,1000000,https://img.a.transfermarkt.technology/portrait/medium/1111663-1710139710.jpg?lm=1
Leonardo Pavoletti,Cagliari Calcio,800000,https://img.a.transfermarkt.technology/portrait/medium/64793-1725530760.jpg?lm=1
Devis Vásquez,FC Empoli,2500000,https://img.a.transfermarkt.technology/portrait/medium/495722-1730186022.jpg?lm=1
Samuele Perisan,FC Empoli,600000,https://img.a.transfermarkt.technology/portrait/medium/301240-1663678229.jpg?lm=1
Federico Brancolini,FC Empoli,200000,https://img.a.transfermarkt.technology/portrait/medium/451154-1655122974.jpg?lm=1
Jacopo Seghetti,FC Empoli,150000,https://img.a.transfermarkt.technology/portrait/medium/935777-1704955672.jpg?lm=1
Saba Goglichidze,FC Empoli,5000000,https://img.a.transfermarkt.technology/portrait/medium/906160-1732017345.jpg?lm=1
Mattia Viti,FC Empoli,5000000,https://img.a.transfermarkt.technology/portrait/medium/493702-1692882028.jpg?lm=1
Ardian Ismajli,FC Empoli,5000000,https://img.a.transfermarkt.technology/portrait/medium/435228-1663677962.jpg?lm=1
Saba Sazonov,FC Empoli,2800000,https://img.a.transfermarkt.technology/portrait/medium/655456-1695386095.jpg?lm=1
Luca Marianucci,FC Empoli,175000,https://img.a.transfermarkt.technology/portrait/medium/814446-1721740329.jpg?lm=1
Giuseppe Pezzella,FC Empoli,2200000,https://img.a.transfermarkt.technology/portrait/medium/336960-1661521548.jpg?lm=1
Liberato Cacace,FC Empoli,2000000,https://img.a.transfermarkt.technology/portrait/medium/469211-1730125371.jpg?lm=1
Junior Sambia,FC Empoli,2000000,https://img.a.transfermarkt.technology/portrait/medium/335147-1730124803.jpg?lm=1
Tyronne Ebuehi,FC Empoli,2000000,https://img.a.transfermarkt.technology/portrait/medium/309944-1730186082.jpg?lm=1
Mattia De Sciglio,FC Empoli,1000000,https://img.a.transfermarkt.technology/portrait/medium/88682-1663577192.jpg?lm=1
Alberto Grassi,FC Empoli,1800000,https://img.a.transfermarkt.technology/portrait/medium/197473-1695031303.jpg?lm=1
Jacopo Fazzini,FC Empoli,6000000,https://img.a.transfermarkt.technology/portrait/medium/691482-1673249779.jpg?lm=1
Youssef Maleh,FC Empoli,4500000,https://img.a.transfermarkt.technology/portrait/medium/324377-1663592087.jpg?lm=1
Szymon Żurkowski,FC Empoli,2500000,https://img.a.transfermarkt.technology/portrait/medium/387234-1656583041.jpg?lm=1
Liam Henderson,FC Empoli,1400000,https://img.a.transfermarkt.technology/portrait/medium/193867-1661523222.jpg?lm=1
Luca Belardinelli,FC Empoli,1000000,https://img.a.transfermarkt.technology/portrait/medium/467994-1686206983.jpg?lm=1
Nicolas Haas,FC Empoli,700000,https://img.a.transfermarkt.technology/portrait/medium/192638-1725530159.jpg?lm=1
Tino Anjorin,FC Empoli,1500000,https://img.a.transfermarkt.technology/portrait/medium/433181-1724330041.jpg?lm=1
Emmanuel Gyasi,FC Empoli,1800000,https://img.a.transfermarkt.technology/portrait/medium/241076-1663687225.jpg?lm=1
Emmanuel Ekong,FC Empoli,500000,https://img.a.transfermarkt.technology/portrait/medium/603891-1673249889.jpg?lm=1
Ola Solbakken,FC Empoli,2500000,https://img.a.transfermarkt.technology/portrait/medium/431811-1673251136.jpg?lm=1
Sebastiano Esposito,FC Empoli,5000000,https://img.a.transfermarkt.technology/portrait/medium/538918-1730127469.jpg?lm=1
Lorenzo Colombo,FC Empoli,6000000,https://img.a.transfermarkt.technology/portrait/medium/487843-1730186148.jpg?lm=1
Pietro Pellegri,FC Empoli,3000000,https://img.a.transfermarkt.technology/portrait/medium/364133-1663596740.jpg?lm=1
Filip Stankovic,Venezia FC,3000000,https://img.a.transfermarkt.technology/portrait/medium/552223-1677782675.PNG?lm=1
Jesse Joronen,Venezia FC,1000000,https://img.a.transfermarkt.technology/portrait/medium/131758-1724827205.jpg?lm=1
Bruno Bertinato,Venezia FC,300000,https://img.a.transfermarkt.technology/portrait/medium/323929-1725529861.jpg?lm=1
Filippo Neri,Venezia FC,200000,https://img.a.transfermarkt.technology/portrait/medium/616228-1700049075.jpg?lm=1
Matteo Grandi,Venezia FC,150000,https://img.a.transfermarkt.technology/portrait/medium/155038-1608181369.jpg?lm=1
Jay Idzes,Venezia FC,2500000,https://img.a.transfermarkt.technology/portrait/medium/546926-1725530125.jpg?lm=1
Giorgio Altare,Venezia FC,2000000,https://img.a.transfermarkt.technology/portrait/medium/354909-1630510736.jpg?lm=1
Joël Schingtienne,Venezia FC,2000000,https://img.a.transfermarkt.technology/portrait/medium/707809-1713280148.png?lm=1
Michael Svoboda,Venezia FC,1500000,https://img.a.transfermarkt.technology/portrait/medium/438961-1717659180.jpg?lm=1
Marin Šverko,Venezia FC,1200000,https://img.a.transfermarkt.technology/portrait/medium/282169-1695108109.jpg?lm=1
Ridgeciano Haps,Venezia FC,900000,https://img.a.transfermarkt.technology/portrait/medium/228444-1630656845.jpg?lm=1
Francesco Zampano,Venezia FC,900000,https://img.a.transfermarkt.technology/portrait/medium/216872-1717660248.jpg?lm=1
Franco Carboni,Venezia FC,900000,https://img.a.transfermarkt.technology/portrait/medium/731491-1675245800.jpg?lm=1
Antonio Candela,Venezia FC,2300000,https://img.a.transfermarkt.technology/portrait/medium/392881-1717659772.jpg?lm=1
Richie Sagrado,Venezia FC,2000000,https://img.a.transfermarkt.technology/portrait/medium/655009-1713279208.png?lm=1
Luca Fiordilino,Venezia FC,700000,https://img.a.transfermarkt.technology/portrait/medium/287875-1613738770.jpg?lm=1
Gianluca Busio,Venezia FC,6500000,https://img.a.transfermarkt.technology/portrait/medium/504209-1717660047.jpg?lm=1
Alfred Duncan,Venezia FC,4000000,https://img.a.transfermarkt.technology/portrait/medium/184894-1663591729.jpg?lm=1
Hans Nicolussi Caviglia,Venezia FC,3000000,https://img.a.transfermarkt.technology/portrait/medium/430280-1675245071.jpg?lm=1
Mikael Egill Ellertsson,Venezia FC,2000000,https://img.a.transfermarkt.technology/portrait/medium/566615-1730125923.jpg?lm=1
Magnus Kofod Andersen,Venezia FC,1200000,https://img.a.transfermarkt.technology/portrait/medium/488784-1730186233.jpg?lm=1
Domen Crnigoj,Venezia FC,900000,https://img.a.transfermarkt.technology/portrait/medium/216599-1725528301.jpg?lm=1
Issa Doumbia,Venezia FC,500000,https://img.a.transfermarkt.technology/portrait/medium/924349-1730186334.jpg?lm=1
Gaetano Oristanio,Venezia FC,4000000,https://img.a.transfermarkt.technology/portrait/medium/613393-1692963581.jpg?lm=1
John Yeboah,Venezia FC,2500000,https://img.a.transfermarkt.technology/portrait/medium/439914-1668768754.png?lm=1
Saad El Haddad,Venezia FC,125000,https://img.a.transfermarkt.technology/portrait/medium/936684-1724668787.jpg?lm=1
Bjarki Bjarkason,Venezia FC,800000,https://img.a.transfermarkt.technology/portrait/medium/566613-1717660343.jpg?lm=1
Joel Pohjanpalo,Venezia FC,5500000,https://img.a.transfermarkt.technology/portrait/medium/173491-1658913890.jpg?lm=1
Antonio Raimondo,Venezia FC,4500000,https://img.a.transfermarkt.technology/portrait/medium/818888-1663656468.jpg?lm=1
Christian Gytkjaer,Venezia FC,700000,https://img.a.transfermarkt.technology/portrait/medium/76274-1661763625.jpg?lm=1
